,number,value,datetime_start,datetime_complete,duration,params_agg_modes,params_allow_zero_in_degree,params_alphas,params_atom_featurizer,params_attn_drops,params_batch_size,params_bond_featurizer,params_dropout,params_edge_hidden_feats,params_feat_drops,params_graph_feat_size,params_hidden_feats,params_learning_rate,params_model_name,params_node_out_feats,params_num_heads,params_num_layers,params_optimizer,params_predictor_dropout,params_predictor_out_feats,params_residuals,params_rt_scaler,params_self_loop,params_share_weights,params_total_epochs,state
317,317,,2023-06-23 13:12:35.434603,2023-06-23 13:13:05.097812,0 days 00:00:29.663209,,,,attentive_featurizer,,377.0,attentive_featurizer,,185.0,,,,0.002558371132166912,MPNN,139.0,,,AdamW,,,,robust,False,,163.0,FAIL
318,318,,2023-06-23 13:13:16.766434,2023-06-23 13:13:46.524304,0 days 00:00:29.757870,,,,attentive_featurizer,,378.0,attentive_featurizer,,180.0,,,,0.002318210316535027,MPNN,136.0,,,AdamW,,,,robust,False,,162.0,FAIL
319,319,,2023-06-23 13:13:57.701074,2023-06-23 13:14:27.328816,0 days 00:00:29.627742,,,,attentive_featurizer,,385.0,attentive_featurizer,,176.0,,,,0.00260992171176102,MPNN,136.0,,,AdamW,,,,robust,False,,161.0,FAIL
320,320,,2023-06-23 13:14:38.618949,2023-06-23 13:15:08.154098,0 days 00:00:29.535149,,,,attentive_featurizer,,376.0,attentive_featurizer,,188.0,,,,0.002257119238303783,MPNN,136.0,,,AdamW,,,,robust,False,,155.0,FAIL
321,321,,2023-06-23 13:15:19.393326,2023-06-23 13:15:49.127601,0 days 00:00:29.734275,,,,attentive_featurizer,,396.0,attentive_featurizer,,182.0,,,,0.00212172508643575,MPNN,134.0,,,AdamW,,,,robust,False,,163.0,FAIL
322,322,,2023-06-23 13:16:00.799140,2023-06-23 13:16:30.415719,0 days 00:00:29.616579,,,,attentive_featurizer,,369.0,attentive_featurizer,,189.0,,,,0.0018195051762294168,MPNN,132.0,,,AdamW,,,,robust,False,,161.0,FAIL
323,323,,2023-06-23 13:16:39.769427,2023-06-23 13:17:09.585876,0 days 00:00:29.816449,,,,attentive_featurizer,,374.0,attentive_featurizer,,180.0,,,,0.0019038765547985219,MPNN,129.0,,,AdamW,,,,robust,False,,161.0,FAIL
324,324,,2023-06-23 13:17:21.153558,2023-06-23 13:17:50.813598,0 days 00:00:29.660040,,,,attentive_featurizer,,373.0,attentive_featurizer,,181.0,,,,0.003054982036351808,MPNN,135.0,,,AdamW,,,,robust,False,,163.0,FAIL
325,325,,2023-06-23 13:18:00.216341,2023-06-23 13:18:29.912622,0 days 00:00:29.696281,,,,attentive_featurizer,,353.0,attentive_featurizer,,178.0,,,,0.002193139548358978,MPNN,135.0,,,AdamW,,,,robust,False,,154.0,FAIL
326,326,,2023-06-23 13:18:39.323683,2023-06-23 13:19:08.715904,0 days 00:00:29.392221,,,,attentive_featurizer,,384.0,attentive_featurizer,,182.0,,,,0.00218730430915522,MPNN,144.0,,,AdamW,,,,robust,False,,160.0,FAIL
327,327,,2023-06-23 13:19:19.934066,2023-06-23 13:19:49.451866,0 days 00:00:29.517800,,,,attentive_featurizer,,401.0,attentive_featurizer,,182.0,,,,0.002057950663913924,MPNN,141.0,,,AdamW,,,,robust,False,,159.0,FAIL
328,328,,2023-06-23 13:20:00.660856,2023-06-23 13:20:30.302635,0 days 00:00:29.641779,,,,attentive_featurizer,,396.0,attentive_featurizer,,194.0,,,,0.0020330746572960875,MPNN,129.0,,,AdamW,,,,robust,False,,161.0,FAIL
329,329,,2023-06-23 13:20:41.530617,2023-06-23 13:21:11.257573,0 days 00:00:29.726956,,,,attentive_featurizer,,386.0,attentive_featurizer,,185.0,,,,0.0019375418549882684,MPNN,138.0,,,AdamW,,,,robust,False,,159.0,FAIL
330,330,,2023-06-23 13:21:22.484789,2023-06-23 13:21:52.284133,0 days 00:00:29.799344,,,,attentive_featurizer,,367.0,attentive_featurizer,,168.0,,,,0.0023352843298944156,MPNN,135.0,,,AdamW,,,,robust,False,,162.0,FAIL
331,331,,2023-06-23 13:22:01.480253,2023-06-23 13:22:31.275902,0 days 00:00:29.795649,,,,attentive_featurizer,,380.0,attentive_featurizer,,182.0,,,,0.0022437534798358206,MPNN,130.0,,,AdamW,,,,robust,False,,160.0,FAIL
332,332,,2023-06-23 13:22:42.803066,2023-06-23 13:23:12.431879,0 days 00:00:29.628813,,,,attentive_featurizer,,375.0,attentive_featurizer,,164.0,,,,0.002194880911759294,MPNN,131.0,,,AdamW,,,,robust,False,,165.0,FAIL
333,333,,2023-06-23 13:23:24.028986,2023-06-23 13:23:53.667731,0 days 00:00:29.638745,,,,attentive_featurizer,,374.0,attentive_featurizer,,181.0,,,,0.0021304702564526024,MPNN,138.0,,,AdamW,,,,robust,False,,161.0,FAIL
334,334,,2023-06-23 13:24:04.965722,2023-06-23 13:24:34.725179,0 days 00:00:29.759457,,,,attentive_featurizer,,381.0,attentive_featurizer,,184.0,,,,0.002066116720136842,MPNN,129.0,,,AdamW,,,,robust,False,,160.0,FAIL
335,335,,2023-06-23 13:24:46.370744,2023-06-23 13:25:16.165177,0 days 00:00:29.794433,,,,attentive_featurizer,,367.0,attentive_featurizer,,198.0,,,,0.0022220673066446163,MPNN,129.0,,,AdamW,,,,robust,False,,161.0,FAIL
336,336,,2023-06-23 13:25:25.443789,2023-06-23 13:25:55.231820,0 days 00:00:29.788031,,,,attentive_featurizer,,381.0,attentive_featurizer,,180.0,,,,0.0023483020164865327,MPNN,130.0,,,AdamW,,,,robust,False,,156.0,FAIL
337,337,,2023-06-23 13:26:06.845348,2023-06-23 13:26:36.438638,0 days 00:00:29.593290,,,,attentive_featurizer,,381.0,attentive_featurizer,,184.0,,,,0.001615414683867339,MPNN,133.0,,,AdamW,,,,robust,False,,164.0,FAIL
338,338,,2023-06-23 13:26:47.749846,2023-06-23 13:27:17.524269,0 days 00:00:29.774423,,,,attentive_featurizer,,379.0,attentive_featurizer,,179.0,,,,0.0022321554516632346,MPNN,135.0,,,AdamW,,,,robust,False,,163.0,FAIL
339,339,,2023-06-23 13:27:28.724912,2023-06-23 13:27:58.455196,0 days 00:00:29.730284,,,,attentive_featurizer,,379.0,attentive_featurizer,,180.0,,,,0.0018283450261752181,MPNN,129.0,,,AdamW,,,,robust,False,,158.0,FAIL
340,340,,2023-06-23 13:28:09.633655,2023-06-23 13:28:39.434455,0 days 00:00:29.800800,,,,attentive_featurizer,,383.0,attentive_featurizer,,181.0,,,,0.002614449533589948,MPNN,133.0,,,AdamW,,,,robust,False,,158.0,FAIL
341,341,,2023-06-23 13:28:50.993202,2023-06-23 13:29:20.377805,0 days 00:00:29.384603,,,,attentive_featurizer,,396.0,attentive_featurizer,,173.0,,,,0.002188923916045152,MPNN,131.0,,,AdamW,,,,robust,False,,167.0,FAIL
342,342,,2023-06-23 13:29:31.567696,2023-06-23 13:30:01.009035,0 days 00:00:29.441339,,,,attentive_featurizer,,379.0,attentive_featurizer,,183.0,,,,0.0022631804224948625,MPNN,141.0,,,AdamW,,,,robust,False,,166.0,FAIL
343,343,,2023-06-23 13:30:12.285874,2023-06-23 13:30:42.013070,0 days 00:00:29.727196,,,,attentive_featurizer,,363.0,attentive_featurizer,,181.0,,,,0.0020767258127596224,MPNN,134.0,,,AdamW,,,,robust,False,,156.0,FAIL
344,344,,2023-06-23 13:30:51.471670,2023-06-23 13:31:21.223579,0 days 00:00:29.751909,,,,attentive_featurizer,,378.0,attentive_featurizer,,189.0,,,,0.0023510335895505726,MPNN,134.0,,,AdamW,,,,robust,False,,151.0,FAIL
345,345,,2023-06-23 13:31:32.518502,2023-06-23 13:32:01.832518,0 days 00:00:29.314016,,,,attentive_featurizer,,379.0,attentive_featurizer,,182.0,,,,0.0019299287788216953,MPNN,133.0,,,AdamW,,,,robust,False,,160.0,FAIL
346,346,,2023-06-23 13:32:13.112430,2023-06-23 13:32:43.000960,0 days 00:00:29.888530,,,,attentive_featurizer,,389.0,attentive_featurizer,,181.0,,,,0.0019302028319027314,MPNN,138.0,,,AdamW,,,,robust,False,,150.0,FAIL
347,347,,2023-06-23 13:32:54.403700,2023-06-23 13:33:24.077016,0 days 00:00:29.673316,,,,attentive_featurizer,,378.0,attentive_featurizer,,182.0,,,,0.0025178723789769856,MPNN,133.0,,,AdamW,,,,robust,False,,165.0,FAIL
348,348,,2023-06-23 13:33:35.334028,2023-06-23 13:34:05.006902,0 days 00:00:29.672874,,,,attentive_featurizer,,379.0,attentive_featurizer,,182.0,,,,0.002136266375061559,MPNN,135.0,,,AdamW,,,,robust,False,,155.0,FAIL
349,349,,2023-06-23 13:34:16.272799,2023-06-23 13:34:46.141830,0 days 00:00:29.869031,,,,attentive_featurizer,,398.0,attentive_featurizer,,179.0,,,,0.002208342896846057,MPNN,140.0,,,AdamW,,,,robust,False,,163.0,FAIL
350,350,,2023-06-23 13:34:57.422413,2023-06-23 13:35:27.040679,0 days 00:00:29.618266,,,,attentive_featurizer,,390.0,attentive_featurizer,,188.0,,,,0.002025242140533182,MPNN,135.0,,,AdamW,,,,robust,False,,161.0,FAIL
351,351,,2023-06-23 13:35:38.615764,2023-06-23 13:36:08.464206,0 days 00:00:29.848442,,,,attentive_featurizer,,379.0,attentive_featurizer,,183.0,,,,0.0024306432901658936,MPNN,135.0,,,AdamW,,,,robust,False,,160.0,FAIL
352,352,,2023-06-23 13:36:19.681131,2023-06-23 13:36:49.615073,0 days 00:00:29.933942,,,,attentive_featurizer,,374.0,attentive_featurizer,,183.0,,,,0.0021636003719662,MPNN,133.0,,,AdamW,,,,robust,False,,172.0,FAIL
353,353,,2023-06-23 13:37:01.226238,2023-06-23 13:37:30.945141,0 days 00:00:29.718903,,,,attentive_featurizer,,373.0,attentive_featurizer,,177.0,,,,0.00200179932522864,MPNN,128.0,,,AdamW,,,,robust,False,,163.0,FAIL
354,354,,2023-06-23 13:37:42.522338,2023-06-23 13:38:12.042642,0 days 00:00:29.520304,,,,attentive_featurizer,,372.0,attentive_featurizer,,184.0,,,,0.002155419960586753,MPNN,131.0,,,AdamW,,,,robust,False,,163.0,FAIL
355,355,,2023-06-23 13:38:23.704610,2023-06-23 13:38:53.137700,0 days 00:00:29.433090,,,,attentive_featurizer,,381.0,attentive_featurizer,,178.0,,,,0.002351931668953174,MPNN,138.0,,,AdamW,,,,robust,False,,163.0,FAIL
356,356,,2023-06-23 13:39:04.324067,2023-06-23 13:39:33.743012,0 days 00:00:29.418945,,,,attentive_featurizer,,388.0,attentive_featurizer,,177.0,,,,0.0022219391950115057,MPNN,139.0,,,AdamW,,,,robust,False,,169.0,FAIL
357,357,,2023-06-23 13:39:45.404828,2023-06-23 13:40:14.858361,0 days 00:00:29.453533,,,,attentive_featurizer,,364.0,attentive_featurizer,,179.0,,,,0.0018576750874301547,MPNN,148.0,,,AdamW,,,,robust,False,,155.0,FAIL
358,358,,2023-06-23 13:40:24.114712,2023-06-23 13:40:53.767396,0 days 00:00:29.652684,,,,attentive_featurizer,,385.0,attentive_featurizer,,192.0,,,,0.0022576050620984854,MPNN,135.0,,,AdamW,,,,robust,False,,159.0,FAIL
359,359,,2023-06-23 13:41:05.375998,2023-06-23 13:41:34.846189,0 days 00:00:29.470191,,,,attentive_featurizer,,372.0,attentive_featurizer,,178.0,,,,0.002331774912358566,MPNN,130.0,,,AdamW,,,,robust,False,,165.0,FAIL
360,360,,2023-06-23 13:41:46.394089,2023-06-23 13:42:15.981997,0 days 00:00:29.587908,,,,attentive_featurizer,,372.0,attentive_featurizer,,179.0,,,,0.0014685448983213787,MPNN,139.0,,,AdamW,,,,robust,False,,163.0,FAIL
361,361,,2023-06-23 13:42:25.360195,2023-06-23 13:42:55.003560,0 days 00:00:29.643365,,,,attentive_featurizer,,392.0,attentive_featurizer,,171.0,,,,0.002252667266305887,MPNN,132.0,,,AdamW,,,,robust,False,,157.0,FAIL
362,362,,2023-06-23 13:43:06.647813,2023-06-23 13:43:36.391753,0 days 00:00:29.743940,,,,attentive_featurizer,,376.0,attentive_featurizer,,180.0,,,,0.002253067607353707,MPNN,131.0,,,AdamW,,,,robust,False,,159.0,FAIL
363,363,,2023-06-23 13:43:47.995180,2023-06-23 13:44:17.354168,0 days 00:00:29.358988,,,,attentive_featurizer,,382.0,attentive_featurizer,,181.0,,,,0.0021904694219208806,MPNN,140.0,,,AdamW,,,,robust,False,,161.0,FAIL
364,364,,2023-06-23 13:44:28.614057,2023-06-23 13:44:58.004064,0 days 00:00:29.390007,,,,attentive_featurizer,,381.0,attentive_featurizer,,185.0,,,,0.002182700487571244,MPNN,138.0,,,AdamW,,,,robust,False,,160.0,FAIL
365,365,,2023-06-23 13:45:09.840167,2023-06-23 13:45:39.494124,0 days 00:00:29.653957,,,,attentive_featurizer,,376.0,attentive_featurizer,,185.0,,,,0.0017672357261625945,MPNN,134.0,,,AdamW,,,,robust,False,,161.0,FAIL
366,366,,2023-06-23 13:45:48.738291,2023-06-23 13:46:18.314177,0 days 00:00:29.575886,,,,attentive_featurizer,,381.0,attentive_featurizer,,187.0,,,,0.0030994983592424266,MPNN,134.0,,,AdamW,,,,robust,False,,159.0,FAIL
367,367,,2023-06-23 13:46:29.547645,2023-06-23 13:46:58.920676,0 days 00:00:29.373031,,,,attentive_featurizer,,382.0,attentive_featurizer,,180.0,,,,0.002181778491409912,MPNN,134.0,,,AdamW,,,,robust,False,,162.0,FAIL
368,368,,2023-06-23 13:47:10.114759,2023-06-23 13:47:39.780690,0 days 00:00:29.665931,,,,attentive_featurizer,,381.0,attentive_featurizer,,180.0,,,,0.002232722184777236,MPNN,126.0,,,AdamW,,,,robust,False,,156.0,FAIL
369,369,,2023-06-23 13:47:51.090409,2023-06-23 13:48:20.841735,0 days 00:00:29.751326,,,,attentive_featurizer,,377.0,attentive_featurizer,,183.0,,,,0.0022384062662104726,MPNN,131.0,,,AdamW,,,,robust,False,,159.0,FAIL
370,370,,2023-06-23 13:48:32.503136,2023-06-23 13:49:02.570278,0 days 00:00:30.067142,,,,attentive_featurizer,,381.0,attentive_featurizer,,178.0,,,,0.002082126592606028,MPNN,137.0,,,AdamW,,,,robust,False,,152.0,FAIL
371,371,,2023-06-23 13:49:13.837903,2023-06-23 13:49:43.537187,0 days 00:00:29.699284,,,,attentive_featurizer,,411.0,attentive_featurizer,,183.0,,,,0.0022773400420983956,MPNN,116.0,,,AdamW,,,,robust,False,,165.0,FAIL
372,372,,2023-06-23 13:49:52.944963,2023-06-23 13:50:22.360549,0 days 00:00:29.415586,,,,attentive_featurizer,,380.0,attentive_featurizer,,183.0,,,,0.002775727565509378,MPNN,133.0,,,AdamW,,,,robust,False,,157.0,FAIL
373,373,,2023-06-23 13:50:34.050746,2023-06-23 13:51:03.680552,0 days 00:00:29.629806,,,,attentive_featurizer,,386.0,attentive_featurizer,,178.0,,,,0.002351738461387846,MPNN,133.0,,,AdamW,,,,robust,False,,166.0,FAIL
374,374,,2023-06-23 13:51:14.908129,2023-06-23 13:51:44.641765,0 days 00:00:29.733636,,,,attentive_featurizer,,361.0,attentive_featurizer,,180.0,,,,0.0021815491289546244,MPNN,132.0,,,AdamW,,,,robust,False,,154.0,FAIL
375,375,,2023-06-23 13:51:53.837247,2023-06-23 13:52:23.492236,0 days 00:00:29.654989,,,,attentive_featurizer,,395.0,attentive_featurizer,,175.0,,,,0.0021327500965125233,MPNN,136.0,,,AdamW,,,,robust,False,,167.0,FAIL
376,376,,2023-06-23 13:52:34.767838,2023-06-23 13:53:04.347569,0 days 00:00:29.579731,,,,attentive_featurizer,,380.0,attentive_featurizer,,178.0,,,,0.001841866832623549,MPNN,138.0,,,AdamW,,,,robust,False,,152.0,FAIL
377,377,,2023-06-23 13:53:15.606063,2023-06-23 13:53:45.549587,0 days 00:00:29.943524,,,,attentive_featurizer,,372.0,attentive_featurizer,,180.0,,,,0.002553406014426019,MPNN,136.0,,,AdamW,,,,robust,False,,161.0,FAIL
378,378,,2023-06-23 13:53:54.952721,2023-06-23 13:54:24.672462,0 days 00:00:29.719741,,,,attentive_featurizer,,382.0,attentive_featurizer,,176.0,,,,0.0021655953465431446,MPNN,130.0,,,AdamW,,,,robust,False,,161.0,FAIL
379,379,,2023-06-23 13:54:36.279316,2023-06-23 13:55:05.799112,0 days 00:00:29.519796,,,,attentive_featurizer,,389.0,attentive_featurizer,,179.0,,,,0.0023134152617074752,MPNN,126.0,,,AdamW,,,,robust,False,,159.0,FAIL
380,380,,2023-06-23 13:55:17.426483,2023-06-23 13:55:47.087508,0 days 00:00:29.661025,,,,attentive_featurizer,,376.0,attentive_featurizer,,181.0,,,,0.0023062401408782385,MPNN,138.0,,,AdamW,,,,robust,False,,152.0,FAIL
381,381,,2023-06-23 13:55:58.747074,2023-06-23 13:56:28.276918,0 days 00:00:29.529844,,,,attentive_featurizer,,385.0,attentive_featurizer,,181.0,,,,0.0021610296440658923,MPNN,139.0,,,AdamW,,,,robust,False,,159.0,FAIL
382,382,,2023-06-23 13:56:39.471511,2023-06-23 13:57:08.995033,0 days 00:00:29.523522,,,,attentive_featurizer,,376.0,attentive_featurizer,,180.0,,,,0.002047521304889308,MPNN,132.0,,,AdamW,,,,robust,False,,159.0,FAIL
383,383,,2023-06-23 13:57:20.269169,2023-06-23 13:57:49.895044,0 days 00:00:29.625875,,,,attentive_featurizer,,364.0,attentive_featurizer,,182.0,,,,0.0026670857719327747,MPNN,135.0,,,AdamW,,,,robust,False,,158.0,FAIL
384,384,,2023-06-23 13:57:59.355858,2023-06-23 13:58:29.138363,0 days 00:00:29.782505,,,,attentive_featurizer,,366.0,attentive_featurizer,,178.0,,,,0.0018284914895244323,MPNN,144.0,,,AdamW,,,,robust,False,,154.0,FAIL
385,385,,2023-06-23 13:58:38.545086,2023-06-23 13:59:07.935631,0 days 00:00:29.390545,,,,attentive_featurizer,,369.0,attentive_featurizer,,187.0,,,,0.002153620227184028,MPNN,133.0,,,AdamW,,,,robust,False,,164.0,FAIL
386,386,,2023-06-23 13:59:17.321326,2023-06-23 13:59:46.980760,0 days 00:00:29.659434,,,,attentive_featurizer,,364.0,attentive_featurizer,,177.0,,,,0.00249561798346531,MPNN,139.0,,,AdamW,,,,robust,False,,160.0,FAIL
387,387,,2023-06-23 13:59:56.185201,2023-06-23 14:00:26.144259,0 days 00:00:29.959058,,,,attentive_featurizer,,384.0,attentive_featurizer,,186.0,,,,0.0016221947784016654,MPNN,139.0,,,AdamW,,,,robust,False,,160.0,FAIL
388,388,,2023-06-23 14:00:37.687111,2023-06-23 14:01:07.390549,0 days 00:00:29.703438,,,,attentive_featurizer,,368.0,attentive_featurizer,,180.0,,,,0.002135937396414737,MPNN,137.0,,,AdamW,,,,robust,False,,166.0,FAIL
389,389,,2023-06-23 14:01:16.698391,2023-06-23 14:01:46.393915,0 days 00:00:29.695524,,,,attentive_featurizer,,388.0,attentive_featurizer,,182.0,,,,0.0022508787082292938,MPNN,134.0,,,AdamW,,,,robust,False,,158.0,FAIL
390,390,,2023-06-23 14:01:57.602585,2023-06-23 14:02:27.365607,0 days 00:00:29.763022,,,,attentive_featurizer,,386.0,attentive_featurizer,,178.0,,,,0.0021136823032622287,MPNN,131.0,,,AdamW,,,,robust,False,,154.0,FAIL
391,391,,2023-06-23 14:02:38.664728,2023-06-23 14:03:08.010847,0 days 00:00:29.346119,,,,attentive_featurizer,,379.0,attentive_featurizer,,176.0,,,,0.0018251827623129847,MPNN,136.0,,,AdamW,,,,robust,False,,164.0,FAIL
392,392,,2023-06-23 14:03:19.252677,2023-06-23 14:03:48.624999,0 days 00:00:29.372322,,,,attentive_featurizer,,391.0,attentive_featurizer,,189.0,,,,0.002589123700793776,MPNN,129.0,,,AdamW,,,,robust,False,,153.0,FAIL
393,393,,2023-06-23 14:03:59.883316,2023-06-23 14:04:29.373755,0 days 00:00:29.490439,,,,attentive_featurizer,,369.0,attentive_featurizer,,168.0,,,,0.0024595599959437975,MPNN,141.0,,,AdamW,,,,robust,False,,155.0,FAIL
394,394,,2023-06-23 14:04:38.655109,2023-06-23 14:05:08.208273,0 days 00:00:29.553164,,,,attentive_featurizer,,380.0,attentive_featurizer,,181.0,,,,0.0022140147311615023,MPNN,142.0,,,AdamW,,,,robust,False,,160.0,FAIL
395,395,,2023-06-23 14:05:19.785364,2023-06-23 14:05:49.348795,0 days 00:00:29.563431,,,,attentive_featurizer,,401.0,attentive_featurizer,,180.0,,,,0.0020006727395913038,MPNN,133.0,,,AdamW,,,,robust,False,,145.0,FAIL
396,396,,2023-06-23 14:06:01.002567,2023-06-23 14:06:30.377460,0 days 00:00:29.374893,,,,attentive_featurizer,,368.0,attentive_featurizer,,184.0,,,,0.002344150202591749,MPNN,138.0,,,AdamW,,,,robust,False,,163.0,FAIL
397,397,,2023-06-23 14:06:39.653777,2023-06-23 14:07:09.320387,0 days 00:00:29.666610,,,,attentive_featurizer,,382.0,attentive_featurizer,,180.0,,,,0.002043377371673888,MPNN,136.0,,,AdamW,,,,robust,False,,161.0,FAIL
398,398,,2023-06-23 14:07:20.517015,2023-06-23 14:07:50.030512,0 days 00:00:29.513497,,,,attentive_featurizer,,389.0,attentive_featurizer,,185.0,,,,0.0028998547060085427,MPNN,140.0,,,AdamW,,,,robust,False,,162.0,FAIL
399,399,,2023-06-23 14:08:01.732090,2023-06-23 14:08:31.088696,0 days 00:00:29.356606,,,,attentive_featurizer,,378.0,attentive_featurizer,,179.0,,,,0.002202980812675734,MPNN,143.0,,,AdamW,,,,robust,False,,166.0,FAIL
400,400,,2023-06-23 14:08:42.295922,2023-06-23 14:09:12.120557,0 days 00:00:29.824635,,,,attentive_featurizer,,373.0,attentive_featurizer,,182.0,,,,0.0025616598226957886,MPNN,134.0,,,AdamW,,,,robust,False,,161.0,FAIL
401,401,,2023-06-23 14:09:23.725825,2023-06-23 14:09:53.317132,0 days 00:00:29.591307,,,,attentive_featurizer,,379.0,attentive_featurizer,,182.0,,,,0.0021140141482031117,MPNN,138.0,,,AdamW,,,,robust,False,,160.0,FAIL
402,402,,2023-06-23 14:10:04.479676,2023-06-23 14:10:34.002061,0 days 00:00:29.522385,,,,attentive_featurizer,,379.0,attentive_featurizer,,188.0,,,,0.002202671660368527,MPNN,149.0,,,AdamW,,,,robust,False,,170.0,FAIL
403,403,,2023-06-23 14:10:45.565465,2023-06-23 14:11:14.928320,0 days 00:00:29.362855,,,,attentive_featurizer,,374.0,attentive_featurizer,,178.0,,,,0.0020372609750529927,MPNN,132.0,,,AdamW,,,,robust,False,,160.0,FAIL
404,404,,2023-06-23 14:11:26.178540,2023-06-23 14:11:55.574911,0 days 00:00:29.396371,,,,attentive_featurizer,,373.0,attentive_featurizer,,177.0,,,,0.0023038843784115,MPNN,130.0,,,AdamW,,,,robust,False,,162.0,FAIL
405,405,,2023-06-23 14:12:06.846681,2023-06-23 14:12:36.164014,0 days 00:00:29.317333,,,,attentive_featurizer,,376.0,attentive_featurizer,,181.0,,,,0.0020243368416215006,MPNN,127.0,,,AdamW,,,,robust,False,,161.0,FAIL
406,406,,2023-06-23 14:12:47.413315,2023-06-23 14:13:17.169359,0 days 00:00:29.756044,,,,attentive_featurizer,,377.0,attentive_featurizer,,180.0,,,,0.002204791298293508,MPNN,131.0,,,AdamW,,,,robust,False,,164.0,FAIL
407,407,,2023-06-23 14:13:28.806340,2023-06-23 14:13:58.246702,0 days 00:00:29.440362,,,,attentive_featurizer,,400.0,attentive_featurizer,,172.0,,,,0.002581874559848109,MPNN,130.0,,,AdamW,,,,robust,False,,161.0,FAIL
408,408,,2023-06-23 14:14:09.517209,2023-06-23 14:14:39.131544,0 days 00:00:29.614335,,,,attentive_featurizer,,375.0,attentive_featurizer,,179.0,,,,0.0018149364951348926,MPNN,145.0,,,AdamW,,,,robust,False,,165.0,FAIL
409,409,,2023-06-23 14:14:50.740617,2023-06-23 14:15:20.320787,0 days 00:00:29.580170,,,,attentive_featurizer,,372.0,attentive_featurizer,,183.0,,,,0.001957143684965402,MPNN,135.0,,,AdamW,,,,robust,False,,162.0,FAIL
410,410,,2023-06-23 14:15:31.533362,2023-06-23 14:16:00.931619,0 days 00:00:29.398257,,,,attentive_featurizer,,376.0,attentive_featurizer,,182.0,,,,0.0024195790062701023,MPNN,147.0,,,AdamW,,,,robust,False,,158.0,FAIL
411,411,,2023-06-23 14:16:12.165810,2023-06-23 14:16:42.040984,0 days 00:00:29.875174,,,,attentive_featurizer,,379.0,attentive_featurizer,,180.0,,,,0.0023283123530204153,MPNN,131.0,,,AdamW,,,,robust,False,,151.0,FAIL
412,412,,2023-06-23 14:16:53.715736,2023-06-23 14:17:23.455975,0 days 00:00:29.740239,,,,attentive_featurizer,,374.0,attentive_featurizer,,180.0,,,,0.0021102326957273786,MPNN,131.0,,,AdamW,,,,robust,False,,165.0,FAIL
413,413,,2023-06-23 14:17:35.038190,2023-06-23 14:18:04.454874,0 days 00:00:29.416684,,,,attentive_featurizer,,384.0,attentive_featurizer,,180.0,,,,0.002270010875965622,MPNN,132.0,,,AdamW,,,,robust,False,,161.0,FAIL
414,414,,2023-06-23 14:18:15.679773,2023-06-23 14:18:45.008244,0 days 00:00:29.328471,,,,attentive_featurizer,,348.0,attentive_featurizer,,179.0,,,,0.002500499723651717,MPNN,134.0,,,AdamW,,,,robust,False,,153.0,FAIL
415,415,,2023-06-23 14:18:54.308917,2023-06-23 14:19:23.666176,0 days 00:00:29.357259,,,,attentive_featurizer,,391.0,attentive_featurizer,,184.0,,,,0.0022169321957780644,MPNN,140.0,,,AdamW,,,,robust,False,,156.0,FAIL
416,416,,2023-06-23 14:19:34.845765,2023-06-23 14:20:04.855597,0 days 00:00:30.009832,,,,attentive_featurizer,,394.0,attentive_featurizer,,180.0,,,,0.0026365134814604883,MPNN,132.0,,,AdamW,,,,robust,False,,161.0,FAIL
417,417,,2023-06-23 14:20:16.480822,2023-06-23 14:20:45.943706,0 days 00:00:29.462884,,,,attentive_featurizer,,353.0,attentive_featurizer,,181.0,,,,0.002023941204257198,MPNN,131.0,,,AdamW,,,,robust,False,,159.0,FAIL
418,418,,2023-06-23 14:20:55.316008,2023-06-23 14:21:24.810792,0 days 00:00:29.494784,,,,attentive_featurizer,,394.0,attentive_featurizer,,183.0,,,,0.0020376664938347518,MPNN,137.0,,,AdamW,,,,robust,False,,161.0,FAIL
419,419,,2023-06-23 14:21:36.100985,2023-06-23 14:22:05.813288,0 days 00:00:29.712303,,,,attentive_featurizer,,370.0,attentive_featurizer,,177.0,,,,0.0021845063636570304,MPNN,135.0,,,AdamW,,,,robust,False,,158.0,FAIL
420,420,,2023-06-23 14:22:15.063690,2023-06-23 14:22:44.625629,0 days 00:00:29.561939,,,,attentive_featurizer,,386.0,attentive_featurizer,,176.0,,,,0.002281062355292094,MPNN,129.0,,,AdamW,,,,robust,False,,157.0,FAIL
421,421,,2023-06-23 14:22:55.882427,2023-06-23 14:23:25.408130,0 days 00:00:29.525703,,,,attentive_featurizer,,370.0,attentive_featurizer,,176.0,,,,0.0023706061560044346,MPNN,133.0,,,AdamW,,,,robust,False,,174.0,FAIL
422,422,,2023-06-23 14:23:34.644314,2023-06-23 14:24:04.160362,0 days 00:00:29.516048,,,,attentive_featurizer,,384.0,attentive_featurizer,,179.0,,,,0.002224266557924654,MPNN,133.0,,,AdamW,,,,robust,False,,172.0,FAIL
423,423,,2023-06-23 14:24:15.488923,2023-06-23 14:24:44.971916,0 days 00:00:29.482993,,,,attentive_featurizer,,391.0,attentive_featurizer,,180.0,,,,0.002085836322986516,MPNN,131.0,,,AdamW,,,,robust,False,,156.0,FAIL
